frequency_MHz,experimental_data,reference_full_data_fit,adaptive_fit_30_points,adaptive_fit_40_points,adaptive_fit_50_points,adaptive_fit_60_points,adaptive_fit_70_points,adaptive_fit_80_points,adaptive_fit_90_points
2793.0,0.999134908334488,0.9992735908371966,0.9998241734773409,0.9997229042494854,0.9996176597140766,0.9994982519057259,0.9993417500641043,0.9992412907153647,0.999290316303013
2793.5,0.9993549373704265,0.9992386723058005,0.9997706754472228,0.9996982904149512,0.999594976753095,0.999471202880237,0.9993083933677235,0.9992040397417495,0.9992551460843203
2794.0,1.000238747248153,0.9991991078891852,0.999703052780844,0.9996670943389154,0.9995678404321747,0.9994395642397037,0.9992701562631435,0.9991617964051431,0.9992151163596269
2794.5,1.000125070489735,0.999153765085764,0.9996182575037342,0.9996271907937727,0.9995348333594533,0.9994019908799521,0.9992257587718468,0.9991133486718642,0.999169008062269
2795.0,0.9999025776595061,0.9991011418209295,0.9995127809116597,0.999575848546178,0.9994940703511448,0.9993566979188923,0.9991735134741244,0.9990571036686551,0.9991152140604662
2795.5,0.9997925288030409,0.9990392602544634,0.9993826369686121,0.9995096097235993,0.9994430768211097,0.9993013444635472,0.9991112171478648,0.9989909844764816,0.999051633562253
2796.0,0.9997912963016978,0.9989655416814787,0.999223360484284,0.9994241652343416,0.9993786513268006,0.9992329011667441,0.9990360265050909,0.9989123106624592,0.998975549913844
2796.5,0.9991262865105188,0.9988766645136405,0.9990300242268112,0.9993142343162068,0.9992967168104888,0.9991475054815127,0.9989443212960278,0.9988176652010651,0.9988834945492423
2797.0,0.9987913529993022,0.9987684101274191,0.9987972791781803,0.9991734591957692,0.9991921683176542,0.999040311598347,0.9988315608688525,0.9987027530934655,0.998771102589577
2797.5,0.9984564203138658,0.9986355049135758,0.9985194219336218,0.9989943287649885,0.9990587287734652,0.9989053457059145,0.9986921436581387,0.9985622602427942,0.9986329689404467
2798.0,0.9985676321978192,0.9984714710073186,0.9981904927301944,0.9987681477896745,0.9988888285001958,0.9987353812217421,0.9985192828263627,0.9983897248094606,0.9984625175151909
2798.5,0.9985664012140637,0.9982685026068083,0.9978044067226941,0.9984850700327941,0.9986735281553124,0.998521852615559,0.9983049150567145,0.9981774370375032,0.9982519000956812
2799.0,0.9979013970318191,0.998017388998216,0.9973551198839942,0.9981342143217024,0.9984025080981662,0.9982548298572003,0.99803966279771,0.9979163869417051,0.9979919448470282
